RUBRO               ;MOTOR       ; CODIGO  ;NRO. FABRICA;ARTICULO,APLICACION,MEDIDA Y MARCA ;INF. TECNICA                       ;PUBLICO C/IVA;MV;STOCK
COJINETE DE BIELA   ;BEDFORD     ;000291510;6-2915RA    ;C.BIE.BEDF 3.7/8 010 FM            ;                                   ;        11900;01;   SI
COJINETE DE BIELA   ;BEDFORD     ;000291520;6-2915RA    ;C.BIE.BEDF 3.7/8 020 FM            ;                                   ;        11900;01;   SI
COJINETE DE BIELA   ;BEDFORD     ;000291530;6-2915RA    ;C.BIE.BEDF 3.7/8 030 FM            ;                                   ;        11900;01;   SI
COJINETE DE BIELA   ;BEDFORD     ;000291540;6-2915RA    ;C.BIE.BEDF 3.7/8 040 FM            ;                                   ;        11900;01;   SI
COJINETE DE BIELA   ;BEDFORD     ;000291550;6-2915RA    ;C.BIE.BEDF 3.7/8 050 FM            ;                                   ;        11900;01;   SI
COJINETE DE BIELA   ;BEDFORD     ;000291500;6-2915RA    ;C.BIE.BEDF 3.7/8 STD FM            ;                                   ;        11900;01;   SI
COJINETE DE BIELA   ;VM BORGWARD ;000125530;4-1255CP    ;C.BIE.BORGWARD 4CIL 92MM 0,75 FM   ;                                   ;        29200;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202010;6-2020RA    ;C.BIE.CHEV.194/230/250 010 FM      ;                                   ;         6236;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202020;6-2020RA    ;C.BIE.CHEV.194/230/250 020 FM      ;                                   ;         6236;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202030;6-2020RA    ;C.BIE.CHEV.194/230/250 030 FM      ;                                   ;         6236;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202040;6-2020RA    ;C.BIE.CHEV.194/230/250 040 FM      ;                                   ;         6236;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202050;6-2020RA    ;C.BIE.CHEV.194/230/250 050 FM      ;                                   ;         6236;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202060;6-2020RA    ;C.BIE.CHEV.194/230/250 060 FM      ;                                   ;         6236;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202000;6-2020RA    ;C.BIE.CHEV.194/230/250 STD FM      ;                                   ;         6236;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202120;4-68065RA # ;C.BIE.CHEV.CHEVETTE 1.4/1.6 020 FM ;                                   ;         6668;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202140;4-68065RA # ;C.BIE.CHEV.CHEVETTE 1.4/1.6 040 FM ;                                   ;         6668;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202150;4-68065RA # ;C.BIE.CHEV.CHEVETTE 1.4/1.6 050 FM ;                                   ;         6668;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000202100;4-68065RA # ;C.BIE.CHEV.CHEVETTE 1.4/1.6 STD FM ;                                   ;         6668;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000421010;4-4210RA    ;C.BIE.CHEV.CORSA 1.0/4/6/8 010 FM  ;                                   ;         4133;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000421020;4-4210RA    ;C.BIE.CHEV.CORSA 1.0/4/6/8 020 FM  ;                                   ;         4133;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000421030;4-4210RA    ;C.BIE.CHEV.CORSA 1.0/4/6/8 030 FM  ;                                   ;         4133;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000421040;4-4210RA    ;C.BIE.CHEV.CORSA 1.0/4/6/8 040 FM  ;                                   ;         4133;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000421000;4-4210RA    ;C.BIE.CHEV.CORSA 1.0/4/6/8 STD FM  ;                                   ;         4133;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000421210;4-4210RAB   ;C.BIE.CHEV.CRUZE 1.6 16V 0.25 FM   ;                                   ;         6668;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000421220;4-4210RAB   ;C.BIE.CHEV.CRUZE 1.6 16V 0.50 FM   ;                                   ;         6668;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000421230;4-4210RAB   ;C.BIE.CHEV.CRUZE 1.6 16V 0.75 FM   ;                                   ;         6668;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000421240;4-4210RAB   ;C.BIE.CHEV.CRUZE 1.6 16V 1.00 FM   ;                                   ;         6668;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000421200;4-4210RAB   ;C.BIE.CHEV.CRUZE 1.6 16V STD FM    ;                                   ;         6668;01;     
COJINETE DE BIELA   ;CHEVROLET   ;000149010;4-1490CPA   ;C.BIE.CHEV.VECTRA 1.6/8/2.0 010 FM ;                                   ;        12892;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000149020;4-1490CPA   ;C.BIE.CHEV.VECTRA 1.6/8/2.0 020 FM ;                                   ;        12892;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000149030;4-1490CPA   ;C.BIE.CHEV.VECTRA 1.6/8/2.0 030 FM ;                                   ;        12892;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000149040;4-1490CPA   ;C.BIE.CHEV.VECTRA 1.6/8/2.0 040 FM ;                                   ;        12892;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000149000;4-1490CPA   ;C.BIE.CHEV.VECTRA 1.6/8/2.0 STD FM ;                                   ;        12892;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000195010;6-1950CP #  ;C.BIE.CHEV/APACHE B 010 FM         ;                                   ;        18411;01;   SI
COJINETE DE BIELA   ;CHEVROLET   ;000357010;4-3570CPB # ;C.BIE.CHEV/LUV/NAFT/4ZD1-4ZB1 0,25 ;                                   ;         7501;01;   SI
COJINETE DE BIELA   ;DAIHATSU    ;000666520;2-66765CP   ;C.BIE.DAIHATSU CUORE 0,50 FM       ;                                   ;         8671;01;     
COJINETE DE BIELA   ;DEUTZ       ;000696010;1-61960CPA  ;C.BIE.DEUTZ 1114 C/U\A 0,25 FM     ;                                   ;        39857;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000696020;1-61960CPA  ;C.BIE.DEUTZ 1114 C/U\A 0,50 FM     ;                                   ;        39857;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000696030;1-61960CPA  ;C.BIE.DEUTZ 1114 C/U\A 0,75 FM     ;                                   ;        39857;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000696040;1-61960CPA  ;C.BIE.DEUTZ 1114 C/U\A 1,00 FM     ;                                   ;        39857;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000696000;1-61960CPA  ;C.BIE.DEUTZ 1114 C/U\A STD FM      ;                                   ;        39857;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000696045;1-61960CPA #;C.BIE.DEUTZ 1114 C/U\A STD/0,75 FM ;                                   ;        39857;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000796010;1-61960CP   ;C.BIE.DEUTZ 1114 PF 0,25 FM        ;                                   ;        43100;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000796020;1-61960CP   ;C.BIE.DEUTZ 1114 PF 0,50 FM        ;                                   ;        43100;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000796030;1-61960CP   ;C.BIE.DEUTZ 1114 PF 0,75 FM        ;                                   ;        43100;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000796040;1-61960CP   ;C.BIE.DEUTZ 1114 PF 1,00 FM        ;                                   ;        43100;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000796000;1-61960CP   ;C.BIE.DEUTZ 1114 PF STD FM         ;                                   ;        43100;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000796045;1-61960CP # ;C.BIE.DEUTZ 1114 PF STD/0,75 FM    ;                                   ;        43100;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000658510;1-66585CP   ;C.BIE.DEUTZ 913 0,25 FM            ;                                   ;        15008;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000658520;1-66585CP   ;C.BIE.DEUTZ 913 0,50 FM            ;                                   ;        15008;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000658530;1-66585CP   ;C.BIE.DEUTZ 913 0,75 FM            ;                                   ;        15008;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000658540;1-66585CP   ;C.BIE.DEUTZ 913 1.00 FM            ;                                   ;        15008;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000658500;1-66585CP   ;C.BIE.DEUTZ 913 STD FM             ;                                   ;        15008;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000659010;6-66590CP   ;C.BIE.DEUTZ 913 TURBO 0,25 MM FM   ;                                   ;        16018;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000659020;6-66590CP   ;C.BIE.DEUTZ 913 TURBO 0,50 MM FM   ;                                   ;        16018;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000659030;6-66590CP   ;C.BIE.DEUTZ 913 TURBO 0,75 MM FM   ;                                   ;        16018;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000659040;6-66590CP   ;C.BIE.DEUTZ 913 TURBO 1.00 MM FM   ;                                   ;        16018;01;   SI
COJINETE DE BIELA   ;DEUTZ       ;000659000;6-66590CP   ;C.BIE.DEUTZ 913 TURBO STD FM       ;                                   ;        16018;01;     
COJINETE DE BIELA   ;SIAM        ;000205510;4-2055RA #  ;C.BIE.DI TELLA 1500 010 FM         ;                                   ;        39857;01;   SI
COJINETE DE BIELA   ;DODGE       ;000348010;4-3480RA    ;C.BIE.DODGE 1500 010 FM            ;                                   ;         8167;01;   SI
COJINETE DE BIELA   ;DODGE       ;000348020;4-3480RA    ;C.BIE.DODGE 1500 020 FM            ;                                   ;         8167;01;   SI
COJINETE DE BIELA   ;DODGE       ;000348030;4-3480RA    ;C.BIE.DODGE 1500 030 FM            ;                                   ;         8167;01;   SI
COJINETE DE BIELA   ;DODGE       ;000348040;4-3480RA    ;C.BIE.DODGE 1500 040 FM            ;                                   ;         8167;01;   SI
COJINETE DE BIELA   ;DODGE       ;000348050;4-3480RA    ;C.BIE.DODGE 1500 050 FM            ;                                   ;         8167;01;   SI
COJINETE DE BIELA   ;DODGE       ;000348000;4-3480RA    ;C.BIE.DODGE 1500 STD FM            ;                                   ;         8167;01;   SI
COJINETE DE BIELA   ;DODGE       ;000628010;4-62080RA   ;C.BIE.DODGE 1800 010 FM            ;                                   ;        11060;01;   SI
COJINETE DE BIELA   ;DODGE       ;000628020;4-62080RA   ;C.BIE.DODGE 1800 020 FM            ;                                   ;        11060;01;   SI
COJINETE DE BIELA   ;DODGE       ;000628030;4-62080RA   ;C.BIE.DODGE 1800 030 FM            ;                                   ;        11060;01;   SI
COJINETE DE BIELA   ;DODGE       ;000628040;4-62080RA   ;C.BIE.DODGE 1800 040 FM            ;                                   ;        11060;01;   SI
COJINETE DE BIELA   ;DODGE       ;000628000;4-62080RA   ;C.BIE.DODGE 1800 STD FM            ;                                   ;        11060;01;   SI
COJINETE DE BIELA   ;DODGE       ;000213020;8-2130CP #  ;C.BIE.DODGE GTX V8 020 FM          ;                                   ;         3255;01;   SI
COJINETE DE BIELA   ;DODGE       ;000213030;8-2130CP #  ;C.BIE.DODGE GTX V8 030 FM          ;                                   ;         3255;01;   SI
COJINETE DE BIELA   ;DODGE       ;000213000;8-2130CP #  ;C.BIE.DODGE GTX V8 STD FM          ;                                   ;         3255;01;   SI
COJINETE DE BIELA   ;FIAT        ;000664510;4-61645RA   ;C.BIE.FIAT 125 010 FM              ;                                   ;        15429;01;   SI
COJINETE DE BIELA   ;FIAT        ;000664520;4-61645RA   ;C.BIE.FIAT 125 020 FM              ;                                   ;        15429;01;   SI
COJINETE DE BIELA   ;FIAT        ;000664530;4-61645RA   ;C.BIE.FIAT 125 030 FM              ;                                   ;        15429;01;   SI
COJINETE DE BIELA   ;FIAT        ;000664540;4-61645RA   ;C.BIE.FIAT 125 040 FM              ;                                   ;        15429;01;   SI
COJINETE DE BIELA   ;FIAT        ;000664500;4-61645RA   ;C.BIE.FIAT 125 STD FM              ;                                   ;        15429;01;   SI
COJINETE DE BIELA   ;FIAT        ;000698510;4-60985RA   ;C.BIE.FIAT 128 010 FM              ;                                   ;        10456;01;     
COJINETE DE BIELA   ;FIAT        ;000698520;4-60985RA   ;C.BIE.FIAT 128 020 FM              ;                                   ;        10456;01;   SI
COJINETE DE BIELA   ;FIAT        ;000698530;4-60985RA   ;C.BIE.FIAT 128 030 FM              ;                                   ;        10456;01;   SI
COJINETE DE BIELA   ;FIAT        ;000698540;4-60985RA   ;C.BIE.FIAT 128 040 FM              ;                                   ;        10456;01;   SI
COJINETE DE BIELA   ;FIAT        ;000698550;4-60985RA   ;C.BIE.FIAT 128 050 FM              ;                                   ;        10456;01;     
COJINETE DE BIELA   ;FIAT        ;000698500;4-60985RA   ;C.BIE.FIAT 128 STD FM              ;                                   ;        10456;01;   SI
COJINETE DE BIELA   ;FIAT        ;000609010;4-68090RA   ;C.BIE.FIAT 147 DIESEL 010 FM       ;                                   ;         5562;01;   SI
COJINETE DE BIELA   ;FIAT        ;000609020;4-68090RA   ;C.BIE.FIAT 147 DIESEL 020 FM       ;                                   ;         5562;01;   SI
COJINETE DE BIELA   ;FIAT        ;000609030;4-68090RA   ;C.BIE.FIAT 147 DIESEL 030 FM       ;                                   ;         5562;01;   SI
COJINETE DE BIELA   ;FIAT        ;000609040;4-68090RA   ;C.BIE.FIAT 147 DIESEL 040 FM       ;                                   ;         5562;01;   SI
COJINETE DE BIELA   ;FIAT        ;000609050;4-68090RA   ;C.BIE.FIAT 147 DIESEL 050 FM       ;                                   ;         5562;01;   SI
COJINETE DE BIELA   ;FIAT        ;000609000;4-68090RA   ;C.BIE.FIAT 147 DIESEL STD FM       ;                                   ;         5562;01;   SI
COJINETE DE BIELA   ;FIAT        ;000600000;4-60000RA # ;C.BIE.FIAT 1500 STD FM             ;                                   ;        15769;01;   SI
COJINETE DE BIELA   ;FIAT        ;000629510;4-66295RA   ;C.BIE.FIAT 1600 010 FM             ;                                   ;        15769;01;   SI
COJINETE DE BIELA   ;FIAT        ;000629520;4-66295RA   ;C.BIE.FIAT 1600 020 FM             ;                                   ;        15769;01;   SI
COJINETE DE BIELA   ;FIAT        ;000629530;4-66295RA   ;C.BIE.FIAT 1600 030 FM             ;                                   ;        15769;01;   SI
COJINETE DE BIELA   ;FIAT        ;000629540;4-66295RA   ;C.BIE.FIAT 1600 040 FM             ;                                   ;        15769;01;   SI
COJINETE DE BIELA   ;FIAT        ;000629500;4-66295RA   ;C.BIE.FIAT 1600 STD FM             ;                                   ;        15769;01;   SI
COJINETE DE BIELA   ;FIAT        ;000611510;1-60115CP   ;C.BIE.FIAT 400-CP3 010 FM          ;                                   ;        18411;01;   SI
COJINETE DE BIELA   ;FIAT        ;000611520;1-60115CP   ;C.BIE.FIAT 400-CP3 020 FM          ;                                   ;        18411;01;   SI
COJINETE DE BIELA   ;FIAT        ;000611530;1-60115CP   ;C.BIE.FIAT 400-CP3 030 FM          ;                                   ;        18411;01;   SI
COJINETE DE BIELA   ;FIAT        ;000611540;1-60115CP   ;C.BIE.FIAT 400-CP3 040 FM          ;                                   ;        18411;01;   SI
COJINETE DE BIELA   ;FIAT        ;000611500;1-60115CP   ;C.BIE.FIAT 400-CP3 STD FM          ;                                   ;        18411;01;   SI
COJINETE DE BIELA   ;FIAT        ;000608010;4-60080RA   ;C.BIE.FIAT 411R 010 FM             ;                                   ;        39811;01;   SI
COJINETE DE BIELA   ;FIAT        ;000608030;4-60080RA   ;C.BIE.FIAT 411R 030 FM             ;                                   ;        39811;01;   SI
COJINETE DE BIELA   ;FIAT        ;000608510;4-60085RA   ;C.BIE.FIAT 55/60/780R 010 FM       ;                                   ;        36910;01;   SI
COJINETE DE BIELA   ;FIAT        ;000608520;4-60085RA   ;C.BIE.FIAT 55/60/780R 020 FM       ;                                   ;        36910;01;   SI
COJINETE DE BIELA   ;FIAT        ;000608530;4-60085RA   ;C.BIE.FIAT 55/60/780R 030 FM       ;                                   ;        36910;01;     
COJINETE DE BIELA   ;FIAT        ;000608500;4-60085RA   ;C.BIE.FIAT 55/60/780R STD FM       ;                                   ;        36910;01;   SI
COJINETE DE BIELA   ;FIAT        ;000631555;60315CA #   ;C.BIE.FIAT 666 STD/060 FM          ;                                   ;        27799;01;   SI
COJINETE DE BIELA   ;FIAT        ;000606510;4-62065CP   ;C.BIE.FIAT 700/800 010 FM          ;                                   ;        27799;01;   SI
COJINETE DE BIELA   ;FIAT        ;000606520;4-62065CP   ;C.BIE.FIAT 700/800 020 FM          ;                                   ;        27799;01;   SI
COJINETE DE BIELA   ;FIAT        ;000606530;4-62065CP   ;C.BIE.FIAT 700/800 030 FM          ;                                   ;        27799;01;   SI
COJINETE DE BIELA   ;FIAT        ;000606540;4-62065CP   ;C.BIE.FIAT 700/800 040 FM          ;                                   ;        27799;01;   SI
COJINETE DE BIELA   ;FIAT        ;000606500;4-62065CP   ;C.BIE.FIAT 700/800 STD FM          ;                                   ;        27799;01;   SI
COJINETE DE BIELA   ;FIAT        ;000606545;4-62065CP # ;C.BIE.FIAT 700/800 STD/030 FM      ;                                   ;        27799;01;   SI
COJINETE DE BIELA   ;FIAT        ;000302510;4-3025RA    ;C.BIE.FIAT 750 010 FM              ;                                   ;         8065;01;   SI
COJINETE DE BIELA   ;FIAT        ;000302500;4-3025RA    ;C.BIE.FIAT 750 STD FM              ;                                   ;         8065;01;   SI
COJINETE DE BIELA   ;FIAT        ;000187010;4-1870CP    ;C.BIE.FIAT DUCATO 2,5/2,8 DIES/010 ;                                   ;        15498;01;   SI
COJINETE DE BIELA   ;FIAT        ;000187020;4-1870CP    ;C.BIE.FIAT DUCATO 2,5/2,8 DIES/020 ;                                   ;        15498;01;   SI
COJINETE DE BIELA   ;FIAT        ;000187030;4-1870CP    ;C.BIE.FIAT DUCATO 2,5/2,8 DIES/030 ;                                   ;        15498;01;   SI
COJINETE DE BIELA   ;FIAT        ;000187040;4-1870CP    ;C.BIE.FIAT DUCATO 2,5/2,8 DIES/040 ;                                   ;        15498;01;   SI
COJINETE DE BIELA   ;FIAT        ;000187000;4-1870CP    ;C.BIE.FIAT DUCATO 2,5/2,8 DIES/STD ;                                   ;        15498;01;   SI
COJINETE DE BIELA   ;FIAT        ;000624010;4-66240RA   ;C.BIE.FIAT DUNA 1,7 DIESEL 010 FM  ;                                   ;         5612;01;   SI
COJINETE DE BIELA   ;FIAT        ;000624020;4-66240RA   ;C.BIE.FIAT DUNA 1,7 DIESEL 020 FM  ;                                   ;         5612;01;   SI
COJINETE DE BIELA   ;FIAT        ;000624030;4-66240RA   ;C.BIE.FIAT DUNA 1,7 DIESEL 030 FM  ;                                   ;         5612;01;   SI
COJINETE DE BIELA   ;FIAT        ;000624040;4-66240RA   ;C.BIE.FIAT DUNA 1,7 DIESEL 040 FM  ;                                   ;         5612;01;   SI
COJINETE DE BIELA   ;FIAT        ;000624050;4-66240RA   ;C.BIE.FIAT DUNA 1,7 DIESEL 050 FM  ;                                   ;         5612;01;   SI
COJINETE DE BIELA   ;FIAT        ;000624000;4-66240RA   ;C.BIE.FIAT DUNA 1,7 DIESEL STD FM  ;                                   ;         5612;01;   SI
COJINETE DE BIELA   ;FIAT        ;000186010;4-1860CP    ;C.BIE.FIAT PALIO TUR/DIE/1,7 010 F ;                                   ;         9132;01;   SI
COJINETE DE BIELA   ;FIAT        ;000186020;4-1860CP    ;C.BIE.FIAT PALIO TUR/DIE/1,7 020 F ;                                   ;         9132;01;   SI
COJINETE DE BIELA   ;FIAT        ;000186030;4-1860CP    ;C.BIE.FIAT PALIO TUR/DIE/1,7 030 F ;                                   ;         9132;01;   SI
COJINETE DE BIELA   ;FIAT        ;000186040;4-1860CP    ;C.BIE.FIAT PALIO TUR/DIE/1,7 040 F ;                                   ;         9132;01;   SI
COJINETE DE BIELA   ;FIAT        ;000186000;4-1860CP    ;C.BIE.FIAT PALIO TUR/DIE/1,7 STD F ;                                   ;         9132;01;     
COJINETE DE BIELA   ;FIAT        ;000658010;4-66580RA   ;C.BIE.FIAT SUPER EUROPA 1,5 010 FM ;                                   ;         8302;01;   SI
COJINETE DE BIELA   ;FIAT        ;000658020;4-66580RA   ;C.BIE.FIAT SUPER EUROPA 1,5 020 FM ;                                   ;         8302;01;   SI
COJINETE DE BIELA   ;FIAT        ;000658030;4-66580RA   ;C.BIE.FIAT SUPER EUROPA 1,5 030 FM ;                                   ;         8302;01;     
COJINETE DE BIELA   ;FIAT        ;000658040;4-66580RA   ;C.BIE.FIAT SUPER EUROPA 1,5 040 FM ;                                   ;         8302;01;   SI
COJINETE DE BIELA   ;FIAT        ;000658000;4-66580RA   ;C.BIE.FIAT SUPER EUROPA 1,5 STD FM ;                                   ;         7219;01;     
COJINETE DE BIELA   ;FIAT        ;000164510;4-1645RAB   ;C.BIE.FIAT UNO-DUNA-T1,4/1,6 010 F ;                                   ;         4425;01;   SI
COJINETE DE BIELA   ;FIAT        ;000164520;4-1645RAB   ;C.BIE.FIAT UNO-DUNA-T1,4/1,6 020 F ;                                   ;         4425;01;   SI
COJINETE DE BIELA   ;FIAT        ;000164530;4-1645RAB   ;C.BIE.FIAT UNO-DUNA-T1,4/1,6 030 F ;                                   ;         4425;01;   SI
COJINETE DE BIELA   ;FIAT        ;000164540;4-1645RAB   ;C.BIE.FIAT UNO-DUNA-T1,4/1,6 040 F ;                                   ;         4425;01;   SI
COJINETE DE BIELA   ;FIAT        ;000164550;4-1645RAB   ;C.BIE.FIAT UNO-DUNA-T1,4/1,6 050 F ;                                   ;         4425;01;   SI
COJINETE DE BIELA   ;FIAT        ;000164500;4-1645RAB   ;C.BIE.FIAT UNO-DUNA-T1,4/1,6 STD F ;                                   ;         4425;01;   SI
COJINETE DE BIELA   ;FORD        ;000200010;8-2000RAB   ;C.BIE.FORD F100 010 FM             ;                                   ;         9032;01;   SI
COJINETE DE BIELA   ;FORD        ;000200020;8-2000RAB   ;C.BIE.FORD F100 020 FM             ;                                   ;         9032;01;   SI
COJINETE DE BIELA   ;FORD        ;000200030;8-2000RAB   ;C.BIE.FORD F100 030 FM             ;                                   ;         9032;01;   SI
COJINETE DE BIELA   ;FORD        ;000200040;8-2000RAB   ;C.BIE.FORD F100 040 FM             ;                                   ;         9032;01;   SI
COJINETE DE BIELA   ;FORD        ;000200050;8-2000RAB   ;C.BIE.FORD F100 050 FM             ;                                   ;         9032;01;   SI
COJINETE DE BIELA   ;FORD        ;000200000;8-2000RAB   ;C.BIE.FORD F100 STD FM             ;                                   ;         9032;01;   SI
COJINETE DE BIELA   ;FORD        ;000238010;6-2380RA    ;C.BIE.FORD FALCON 010 FM           ;                                   ;         6746;01;   SI
COJINETE DE BIELA   ;FORD        ;000238020;6-2380RA    ;C.BIE.FORD FALCON 020 FM           ;                                   ;         6746;01;   SI
COJINETE DE BIELA   ;FORD        ;000238030;6-2380RA    ;C.BIE.FORD FALCON 030 FM           ;                                   ;         6746;01;   SI
COJINETE DE BIELA   ;FORD        ;000238040;6-2380RA    ;C.BIE.FORD FALCON 040 FM           ;                                   ;         6746;01;   SI
COJINETE DE BIELA   ;FORD        ;000238050;6-2380RA    ;C.BIE.FORD FALCON 050 FM           ;                                   ;         6746;01;   SI
COJINETE DE BIELA   ;FORD        ;000238060;6-2380RA    ;C.BIE.FORD FALCON 060 FM           ;                                   ;         6746;01;   SI
COJINETE DE BIELA   ;FORD        ;000238000;6-2380RA    ;C.BIE.FORD FALCON STD FM           ;                                   ;         6746;01;   SI
COJINETE DE BIELA   ;FORD        ;000416010;4-4160RA    ;C.BIE.FORD FIESTA DIESEL 0,25 FM   ;                                   ;         8053;01;     
COJINETE DE BIELA   ;FORD        ;000416020;4-4160RA    ;C.BIE.FORD FIESTA DIESEL 0,50 FM   ;                                   ;         8053;01;   SI
COJINETE DE BIELA   ;FORD        ;000416030;4-4160RA    ;C.BIE.FORD FIESTA DIESEL 0,75 FM   ;                                   ;         8053;01;   SI
COJINETE DE BIELA   ;FORD        ;000416040;4-4160RA    ;C.BIE.FORD FIESTA DIESEL 1,00 FM   ;                                   ;         8053;01;   SI
COJINETE DE BIELA   ;FORD        ;000416000;4-4160RA    ;C.BIE.FORD FIESTA DIESEL STD FM    ;                                   ;         8053;01;   SI
COJINETE DE BIELA   ;FORD        ;000716010;4-4160CP    ;C.BIE.FORD FIESTA DIESEL.0,25 FM   ;                                   ;        14269;01;   SI
COJINETE DE BIELA   ;FORD        ;000716020;4-4160CP    ;C.BIE.FORD FIESTA DIESEL.0,50 FM   ;                                   ;        14269;01;     
COJINETE DE BIELA   ;FORD        ;000716030;4-4160CP    ;C.BIE.FORD FIESTA DIESEL.0,75 FM   ;                                   ;        14269;01;   SI
COJINETE DE BIELA   ;FORD        ;000716040;4-4160CP    ;C.BIE.FORD FIESTA DIESEL.1,00 FM   ;                                   ;        14269;01;   SI
COJINETE DE BIELA   ;FORD        ;000716000;4-4160CP    ;C.BIE.FORD FIESTA DIESEL.STD FM    ;                                   ;        14269;01;   SI
COJINETE DE BIELA   ;FORD        ;000416510;4-4165RA    ;C.BIE.FORD KA FIESTA 1.3 0,25 FM   ;                                   ;         7353;01;   SI
COJINETE DE BIELA   ;FORD        ;000416520;4-4165RA    ;C.BIE.FORD KA FIESTA 1.3 0,50 FM   ;                                   ;         7353;01;   SI
COJINETE DE BIELA   ;FORD        ;000416530;4-4165RA    ;C.BIE.FORD KA FIESTA 1.3 0,75 FM   ;                                   ;         7353;01;   SI
COJINETE DE BIELA   ;FORD        ;000416540;4-4165RA    ;C.BIE.FORD KA FIESTA 1.3 1.00 FM   ;                                   ;         7353;01;   SI
COJINETE DE BIELA   ;FORD        ;000416500;4-4165RA    ;C.BIE.FORD KA FIESTA 1.3 STD FM    ;                                   ;         7353;01;   SI
COJINETE DE BIELA   ;FORD        ;000391010;4-3910RA #  ;C.BIE.FORD LASER 0,25 MM FM        ;                                   ;         3908;01;   SI
COJINETE DE BIELA   ;FORD        ;000391020;4-3910RA #  ;C.BIE.FORD LASER 0,50 MM FM        ;                                   ;         3908;01;   SI
COJINETE DE BIELA   ;FORD        ;000391000;4-3910RA #  ;C.BIE.FORD LASER STD FM            ;                                   ;         3908;01;   SI
COJINETE DE BIELA   ;FORD        ;000413510;4-4135CP    ;C.BIE.FORD MONDEO 1.8/2.0 0,25 FM  ;                                   ;        14003;01;   SI
COJINETE DE BIELA   ;FORD        ;000413520;4-4135CP    ;C.BIE.FORD MONDEO 1.8/2.0 0,50 FM  ;                                   ;        14003;01;   SI
COJINETE DE BIELA   ;FORD        ;000413530;4-4135CP    ;C.BIE.FORD MONDEO 1.8/2.0 0,75 FM  ;                                   ;        14003;01;   SI
COJINETE DE BIELA   ;FORD        ;000413540;4-4135CP    ;C.BIE.FORD MONDEO 1.8/2.0 1,00 FM  ;                                   ;        14003;01;   SI
COJINETE DE BIELA   ;FORD        ;000413500;4-4135CP    ;C.BIE.FORD MONDEO 1.8/2.0 STD FM   ;                                   ;        14003;01;   SI
COJINETE DE BIELA   ;FORD        ;000346010;4-3460RA    ;C.BIE.FORD SIERRA 0,25 FM          ;                                   ;        18408;01;   SI
COJINETE DE BIELA   ;FORD        ;000346020;4-3460RA    ;C.BIE.FORD SIERRA 0,50 FM          ;                                   ;        18408;01;   SI
COJINETE DE BIELA   ;FORD        ;000346030;4-3460RA    ;C.BIE.FORD SIERRA 0,75 FM          ;                                   ;        18408;01;   SI
