RUBRO               ;MOTOR       ; CODIGO  ;NRO. FABRICA;ARTICULO,APLICACION,MEDIDA Y MARCA ;INF. TECNICA                       ;PUBLICO C/IVA;MV;STOCK
ACCESORIO T/CILINDRO;TOYOTA      ;185100740;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100741;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100742;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100743;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100744;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100745;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100746;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100747;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100748;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100749;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100750;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100751;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100752;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100753;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100754;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100755;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100756;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100757;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100758;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;TOYOTA      ;185100759;10207/0     ;PASTI.TOYOT.2L/3L/5L MITSUB 2.5 37M;                                   ;        12381;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100200;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;   SI
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100201;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100202;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100203;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100204;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100205;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100206;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100207;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100208;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100209;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100210;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100211;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100212;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100213;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100214;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100215;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100216;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100217;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100218;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100219;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100220;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100221;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100222;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100223;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100224;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100225;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100226;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100227;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100228;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100229;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100230;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100231;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100232;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100233;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100234;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100235;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100236;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100237;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100238;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100239;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100240;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100241;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100242;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100243;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100244;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100245;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100246;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100247;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100248;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100249;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100250;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100251;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100252;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100253;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100254;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100255;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100256;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100257;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100258;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100259;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100260;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100261;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100262;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100263;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100264;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100265;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100266;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100267;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100268;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100269;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100270;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100271;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100272;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100273;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100274;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100275;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100276;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100277;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100278;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100279;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100280;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100281;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100282;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100283;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185100284;10202/0     ;PASTI.VOLSW/FORD/FIAT 1.4 31MM CIR ;                                   ;         7024;01;     
ACCESORIO T/CILINDRO;BEDFORD     ;185174300;17043/0 #   ;PLATI.BEDFO.300/350 CIMARRON CI    ;                                   ;         5924;01;   SI
ACCESORIO T/CILINDRO;CHEVROLET   ;185176100;17061/0     ;PLATI.CHEVR.CORSA 1.4/6/8 8V 7MM CI;                                   ;         5924;01;   SI
ACCESORIO T/CILINDRO;CUMMINS     ;185175600;17056/0     ;PLATI.CUMMI.SERIE B/BT/BTA/BTAA CI ;                                   ;         7701;01;     
ACCESORIO T/CILINDRO;CUMMINS     ;185175700;17057/0     ;PLATI.CUMMI.SERIE C/CT/CTA/CTAA CI ;                                   ;         7701;01;   SI
ACCESORIO T/CILINDRO;FIAT        ;185176900;17069/0     ;PLATI.FIAT DUCATO 2.5/2.8 DIESEL CI;                                   ;         5331;01;   SI
ACCESORIO T/CILINDRO;FIAT        ;185177300;17073/0     ;PLATI.FIAT PALIO 1.3 16V FIRE CI   ;                                   ;         5331;01;   SI
ACCESORIO T/CILINDRO;FIAT        ;185177200;17072/0     ;PLATI.FIAT PALIO 1.4 8V FIRE 5MM CI;                                   ;         6516;01;   SI
ACCESORIO T/CILINDRO;FIAT        ;185176200;17062/0     ;PLATI.FIAT PALIO 1.6 16V TORQUE CI ;                                   ;         7701;01;   SI
ACCESORIO T/CILINDRO;FORD        ;185176000;17060/0     ;PLATI.FORD FIESTA 1.8D ENDURA CI   ;                                   ;         5331;01;   SI
ACCESORIO T/CILINDRO;FORD        ;185176600;17066/0     ;PLATI.FORD KA 1.0/1.6 ROCAN CI     ;                                   ;         5331;01;   SI
ACCESORIO T/CILINDRO;FORD        ;185179000;17050/1     ;PLATI.FORD MONDEO 1.6/8/2.0 1RAN CI;                                   ;         6279;01;   SI
ACCESORIO T/CILINDRO;FORD        ;185175000;17050/0     ;PLATI.FORD MONDEO 1.6/8/2.0 3RAN CI;                                   ;         6279;01;   SI
ACCESORIO T/CILINDRO;FORD        ;185175500;17055/0     ;PLATI.FORD TRANSIT 2.5D 8V CI      ;                                   ;         5400;01;   SI
ACCESORIO T/CILINDRO;MAXION      ;185174800;17048/0     ;PLATI.MAXIO.RANGER 2.5D CI         ;                                   ;         6154;01;   SI
ACCESORIO T/CILINDRO;MAXION      ;185177100;17071/0     ;PLATI.MAXIO.RANGER 3.0D 16V CI     ;                                   ;         5331;01;   SI
ACCESORIO T/CILINDRO;M/BENZ      ;185177400;17074/0     ;PLATI.MBENZ OM904/906 CI           ;                                   ;         5805;01;   SI
ACCESORIO T/CILINDRO;M.W.M.      ;185174900;17049/0     ;PLATI.MWM SERIE D229 CI            ;                                   ;         8163;01;     
ACCESORIO T/CILINDRO;M.W.M.      ;185176800;17068/0     ;PLATI.MWM SPRINT 4.07/6.07 CI      ;                                   ;         6279;01;   SI
ACCESORIO T/CILINDRO;PEUGEOT     ;185175100;17051/0     ;PLATI.PEUGE.405 1.9 DIESEL CI      ;                                   ;         5331;01;   SI
ACCESORIO T/CILINDRO;PEUGEOT     ;185175200;17052/0     ;PLATI.PEUGE.405 1.9 NAFTA CI       ;                                   ;         7108;01;   SI
ACCESORIO T/CILINDRO;RENAULT     ;185175900;17059/0     ;PLATI.RENAU.19 1.9D F8Q CI         ;                                   ;         4772;01;   SI
ACCESORIO T/CILINDRO;RENAULT     ;185177000;17070/0     ;PLATI.RENAU.CLIO 1.5DCI 8V K9K CI  ;                                   ;         5805;01;   SI
ACCESORIO T/CILINDRO;RENAULT     ;185175300;17053/0     ;PLATI.RENAU.CLIO 1.6 16V K4M CI    ;                                   ;         5331;01;   SI
ACCESORIO T/CILINDRO;TOYOTA      ;185176300;17063/0     ;PLATI.TOYOT.HILUX 2.5/8 3L/5L CI   ;                                   ;         6907;01;   SI
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185174400;17044/0     ;PLATI.VW POLO 1.9 DIESEL 7MM CI    ;                                   ;         2962;01;   SI
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185173600;17036/0     ;PLATI.VW SENDA NAFTA/DIESEL INF.CI ;                                   ;         2888;01;   SI
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185172300;17023/0     ;PLATI.VW SENDA NAFTA/DIESEL SUP.CI ;                                   ;         2962;01;   SI
ACCESORIO T/CILINDRO;BEDFORD     ;185949300;84202/0     ;PRECA.BEDFORD 300/350 HIERRO CI    ;                                   ;        42653;06;   SI
ACCESORIO T/CILINDRO;CHEVROLET   ;185841800;84018/0 #   ;PRECA.CHEVR.CORSA 1.7D 4EE1 CI     ;                                   ;        31398;01;   SI
ACCESORIO T/CILINDRO;CHEVROLET   ;185842300;84221/0     ;PRECA.CHEVR.CORSA Y17DTL CI        ;                                   ;        24881;01;   SI
ACCESORIO T/CILINDRO;FIAT        ;185841700;84017/0     ;PRECA.FIAT 147 1.3 DIESEL CI       ;                                   ;        42335;01;   SI
ACCESORIO T/CILINDRO;FIAT        ;185842500;84025/0     ;PRECA.FIAT DUCATO 2.5 DIESEL CI    ;                                   ;        37677;01;   SI
ACCESORIO T/CILINDRO;FIAT        ;185842600;84026/0     ;PRECA.FIAT DUCATO 2.8 DIESEL CI    ;                                   ;        40189;01;   SI
ACCESORIO T/CILINDRO;FIAT        ;185840700;84007/0     ;PRECA.FIAT DUNA 1.7/9 ASPIRADO CI  ;                                   ;        41445;01;   SI
ACCESORIO T/CILINDRO;FIAT        ;185840800;84008/0     ;PRECA.FIAT PALIO 1.7/9 TURBO CI    ;                                   ;        41445;01;   SI
ACCESORIO T/CILINDRO;FORD        ;185841500;84015/0     ;PRECA.FORD FIESTA 1.8D ENDURA CI   ;                                   ;        25118;01;   SI
ACCESORIO T/CILINDRO;INDENOR     ;185840200;84002/0     ;PRECA.INDEN.4.88 C/PERNO CI        ;                                   ;        32653;01;   SI
ACCESORIO T/CILINDRO;INDENOR     ;185840000;84000/0     ;PRECA.INDEN.XD2 DIESEL CI          ;                                   ;        31398;01;   SI
ACCESORIO T/CILINDRO;INDENOR     ;185840100;84001/0     ;PRECA.INDEN.XD3 ASPIRADO CI        ;                                   ;        27630;01;   SI
ACCESORIO T/CILINDRO;INDENOR     ;185849100;84001/1     ;PRECA.INDEN.XD3 TURBO CI           ;                                   ;        27630;01;   SI
ACCESORIO T/CILINDRO;ISUZU       ;185842400;84024/0     ;PRECA.ISUZU TROOPER 4JG2 CI        ;                                   ;        45213;01;   SI
ACCESORIO T/CILINDRO;MAZDA       ;185842700;84027/0     ;PRECA.MAZDA R2/RF 2.2D CI          ;                                   ;        69075;01;     
ACCESORIO T/CILINDRO;MAZDA       ;185843400;84034/0     ;PRECA.MAZDA WL 2.5D 12V CI         ;                                   ;        75355;01;   SI
ACCESORIO T/CILINDRO;M/BENZ      ;185840900;84009/0 #   ;PRECA.MBENZ 170D CI                ;                                   ;       225118;01;   SI
ACCESORIO T/CILINDRO;M/BENZ      ;185842100;84021/0     ;PRECA.MBENZ OM616 MB180 CI         ;                                   ;       225118;01;   SI
ACCESORIO T/CILINDRO;MITSUBISHI  ;185842800;84028/1     ;PRECA.MITSU.L200 4D56 CUADRA.CI    ;                                   ;        34360;01;   SI
ACCESORIO T/CILINDRO;MITSUBISHI  ;185843000;84030/0     ;PRECA.MITSU.MONTERO 2.8TD 4M40 CI  ;                                   ;        75355;01;   SI
ACCESORIO T/CILINDRO;NISSAN      ;185843200;84032/0     ;PRECA.NISSA.QD32 3.2D CI           ;                                   ;        46208;01;     
ACCESORIO T/CILINDRO;NISSAN      ;185843100;84031/0     ;PRECA.NISSA.TD27 2.7D ASP/TUR CI   ;                                   ;        46208;01;   SI
ACCESORIO T/CILINDRO;PEUGEOT     ;185840300;84003/0     ;PRECA.PEUGE.405 1.9D XUD9 CI       ;                                   ;        29620;01;   SI
ACCESORIO T/CILINDRO;PEUGEOT     ;185843700;84037/0     ;PRECA.PEUGE.406 2.1D 12V XUD11 CI  ;                                   ;        85402;01;     
ACCESORIO T/CILINDRO;PEUGEOT     ;185843500;84035/0     ;PRECA.PEUGE.BOXER 2.5 AS/TU DJ5 CI ;                                   ;        69075;01;     
ACCESORIO T/CILINDRO;RASTROJERO  ;185841200;84012/0 #   ;PRECA.RASTR.42 HP CI               ;                                   ;       106634;01;   SI
ACCESORIO T/CILINDRO;RASTROJERO  ;185841300;84013/0 #   ;PRECA.RASTR.52 HP CI               ;                                   ;       106634;01;   SI
ACCESORIO T/CILINDRO;RENAULT     ;185840600;84006/0     ;PRECA.RENAU.19 1.9D F8Q CI         ;                                   ;        33909;01;   SI
ACCESORIO T/CILINDRO;RENAULT     ;185841900;84019/0     ;PRECA.RENAU.KANGOO 1.9D F8Q CI     ;                                   ;        33909;01;   SI
ACCESORIO T/CILINDRO;RENAULT     ;185843600;84036/0     ;PRECA.RENAU.LAGUNA 2.2D 12V G8T CI ;                                   ;        69075;01;   SI
ACCESORIO T/CILINDRO;RENAULT     ;185842000;84020/0     ;PRECA.RENAU.MEGANE 1.9TD F9Q CI    ;                                   ;        33909;01;   SI
ACCESORIO T/CILINDRO;RENAULT     ;185840500;84005/0     ;PRECA.RENAU.TRAFIC 2.1 DIESEL CI   ;                                   ;        52132;01;   SI
ACCESORIO T/CILINDRO;TOYOTA      ;185842200;84022/0     ;PRECA.TOYOT.HILUX 2.8/3.0 3L/5L CI ;                                   ;        36421;01;   SI
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185841600;84016/0     ;PRECA.VW POLO 1.9 DIESEL CI        ;                                   ;        23862;01;   SI
ACCESORIO T/CILINDRO;VOLKSWAGEN  ;185840400;84004/0     ;PRECA.VW SENDA 1.6 DIESEL CI       ;                                   ;        23862;01;   SI
ACCESORIO T/CILINDRO;CHEVROLET   ;185305700;30157/0     ;RESOR.CHEVR.CORSA 1.4/6/8 8V CI    ;                                   ;         5995;01;   SI
ACCESORIO T/CILINDRO;FIAT        ;185306000;30160/0     ;RESOR.FIAT 147 1.3 DIESEL CI       ;                                   ;         5017;01;   SI
